driver,team,status,grid,finish_pos,year,round,circuit,dnf_type,is_dnf,is_engine_dnf
LAT,Williams,Finished,20.0,9,2022,18,Suzuka,finished,0,0
NOR,McLaren,Finished,10.0,10,2022,18,Suzuka,finished,0,0
RIC,McLaren,Finished,11.0,11,2022,18,Suzuka,finished,0,0
STR,Aston Martin,Finished,19.0,12,2022,18,Suzuka,finished,0,0
TSU,AlphaTauri,Finished,13.0,13,2022,18,Suzuka,finished,0,0
MAG,Haas F1 Team,Finished,18.0,14,2022,18,Suzuka,finished,0,0
BOT,Alfa Romeo,Finished,12.0,15,2022,18,Suzuka,finished,0,0
ZHO,Alfa Romeo,Finished,14.0,16,2022,18,Suzuka,finished,0,0
MSC,Haas F1 Team,Finished,15.0,17,2022,18,Suzuka,finished,0,0
GAS,AlphaTauri,Finished,17.0,18,2022,18,Suzuka,finished,0,0
SAI,Ferrari,Accident,3.0,R,2022,18,Suzuka,mechanical_dnf,1,0
ALB,Williams,Hydraulics,16.0,R,2022,18,Suzuka,engine_dnf,1,1
VER,Red Bull Racing,Finished,2.0,1,2022,19,Austin,finished,0,0
HAM,Mercedes,Finished,3.0,2,2022,19,Austin,finished,0,0
LEC,Ferrari,Finished,12.0,3,2022,19,Austin,finished,0,0
PER,Red Bull Racing,Finished,9.0,4,2022,19,Austin,finished,0,0
RUS,Mercedes,Finished,4.0,5,2022,19,Austin,finished,0,0
NOR,McLaren,Finished,6.0,6,2022,19,Austin,finished,0,0
ALO,Alpine,Finished,14.0,7,2022,19,Austin,finished,0,0
VET,Aston Martin,Finished,10.0,8,2022,19,Austin,finished,0,0
MAG,Haas F1 Team,Finished,13.0,9,2022,19,Austin,finished,0,0
TSU,AlphaTauri,Finished,19.0,10,2022,19,Austin,finished,0,0
OCO,Alpine,Finished,0.0,11,2022,19,Austin,finished,0,0
ZHO,Alfa Romeo,Finished,18.0,12,2022,19,Austin,finished,0,0
ALB,Williams,Finished,8.0,13,2022,19,Austin,finished,0,0
GAS,AlphaTauri,Finished,11.0,14,2022,19,Austin,finished,0,0
MSC,Haas F1 Team,Finished,16.0,15,2022,19,Austin,finished,0,0
RIC,McLaren,Finished,15.0,16,2022,19,Austin,finished,0,0
LAT,Williams,Finished,17.0,17,2022,19,Austin,finished,0,0
STR,Aston Martin,Collision,5.0,R,2022,19,Austin,mechanical_dnf,1,0
BOT,Alfa Romeo,Spun off,7.0,R,2022,19,Austin,other_dnf,1,0
SAI,Ferrari,Collision damage,1.0,R,2022,19,Austin,mechanical_dnf,1,0
VER,Red Bull Racing,Finished,1.0,1,2022,20,Mexico City,finished,0,0
HAM,Mercedes,Finished,3.0,2,2022,20,Mexico City,finished,0,0
PER,Red Bull Racing,Finished,4.0,3,2022,20,Mexico City,finished,0,0
RUS,Mercedes,Finished,2.0,4,2022,20,Mexico City,finished,0,0
SAI,Ferrari,Finished,5.0,5,2022,20,Mexico City,finished,0,0
LEC,Ferrari,Finished,7.0,6,2022,20,Mexico City,finished,0,0
RIC,McLaren,+1 Lap,11.0,7,2022,20,Mexico City,finished,0,0
OCO,Alpine,+1 Lap,10.0,8,2022,20,Mexico City,finished,0,0
NOR,McLaren,+1 Lap,8.0,9,2022,20,Mexico City,finished,0,0
BOT,Alfa Romeo,+1 Lap,6.0,10,2022,20,Mexico City,finished,0,0
GAS,AlphaTauri,+1 Lap,14.0,11,2022,20,Mexico City,finished,0,0
ALB,Williams,+1 Lap,17.0,12,2022,20,Mexico City,finished,0,0
ZHO,Alfa Romeo,+1 Lap,12.0,13,2022,20,Mexico City,finished,0,0
VET,Aston Martin,+1 Lap,16.0,14,2022,20,Mexico City,finished,0,0
STR,Aston Martin,+1 Lap,20.0,15,2022,20,Mexico City,finished,0,0
MSC,Haas F1 Team,+1 Lap,15.0,16,2022,20,Mexico City,finished,0,0
MAG,Haas F1 Team,+1 Lap,19.0,17,2022,20,Mexico City,finished,0,0
LAT,Williams,+2 Laps,18.0,18,2022,20,Mexico City,finished,0,0
ALO,Alpine,Engine,9.0,19,2022,20,Mexico City,engine_dnf,1,1
TSU,AlphaTauri,Collision damage,13.0,R,2022,20,Mexico City,mechanical_dnf,1,0
RUS,Mercedes,Finished,1.0,1,2022,21,São Paulo,finished,0,0
HAM,Mercedes,Finished,2.0,2,2022,21,São Paulo,finished,0,0
SAI,Ferrari,Finished,7.0,3,2022,21,São Paulo,finished,0,0
LEC,Ferrari,Finished,5.0,4,2022,21,São Paulo,finished,0,0
ALO,Alpine,Finished,17.0,5,2022,21,São Paulo,finished,0,0
VER,Red Bull Racing,Finished,3.0,6,2022,21,São Paulo,finished,0,0
PER,Red Bull Racing,Finished,4.0,7,2022,21,São Paulo,finished,0,0
OCO,Alpine,Finished,16.0,8,2022,21,São Paulo,finished,0,0
BOT,Alfa Romeo,Finished,14.0,9,2022,21,São Paulo,finished,0,0
STR,Aston Martin,Finished,15.0,10,2022,21,São Paulo,finished,0,0
VET,Aston Martin,Finished,9.0,11,2022,21,São Paulo,finished,0,0
ZHO,Alfa Romeo,Finished,13.0,12,2022,21,São Paulo,finished,0,0
MSC,Haas F1 Team,Finished,12.0,13,2022,21,São Paulo,finished,0,0
GAS,AlphaTauri,Finished,10.0,14,2022,21,São Paulo,finished,0,0
ALB,Williams,Finished,19.0,15,2022,21,São Paulo,finished,0,0
LAT,Williams,Finished,18.0,16,2022,21,São Paulo,finished,0,0
TSU,AlphaTauri,+1 Lap,0.0,17,2022,21,São Paulo,finished,0,0
NOR,McLaren,Gearbox,6.0,R,2022,21,São Paulo,engine_dnf,1,1
MAG,Haas F1 Team,Collision,8.0,R,2022,21,São Paulo,mechanical_dnf,1,0
RIC,McLaren,Collision,11.0,R,2022,21,São Paulo,mechanical_dnf,1,0
VER,Red Bull Racing,Finished,1.0,1,2022,22,Yas Island,finished,0,0
LEC,Ferrari,Finished,3.0,2,2022,22,Yas Island,finished,0,0
PER,Red Bull Racing,Finished,2.0,3,2022,22,Yas Island,finished,0,0
SAI,Ferrari,Finished,4.0,4,2022,22,Yas Island,finished,0,0
RUS,Mercedes,Finished,6.0,5,2022,22,Yas Island,finished,0,0
NOR,McLaren,Finished,7.0,6,2022,22,Yas Island,finished,0,0
OCO,Alpine,Finished,8.0,7,2022,22,Yas Island,finished,0,0
STR,Aston Martin,Finished,14.0,8,2022,22,Yas Island,finished,0,0
RIC,McLaren,Finished,13.0,9,2022,22,Yas Island,finished,0,0
VET,Aston Martin,Finished,9.0,10,2022,22,Yas Island,finished,0,0
TSU,AlphaTauri,Finished,11.0,11,2022,22,Yas Island,finished,0,0
ZHO,Alfa Romeo,+1 Lap,15.0,12,2022,22,Yas Island,finished,0,0
ALB,Williams,+1 Lap,19.0,13,2022,22,Yas Island,finished,0,0
GAS,AlphaTauri,+1 Lap,17.0,14,2022,22,Yas Island,finished,0,0
BOT,Alfa Romeo,+1 Lap,18.0,15,2022,22,Yas Island,finished,0,0
MSC,Haas F1 Team,+1 Lap,12.0,16,2022,22,Yas Island,finished,0,0
MAG,Haas F1 Team,+1 Lap,16.0,17,2022,22,Yas Island,finished,0,0
HAM,Mercedes,Hydraulics,5.0,18,2022,22,Yas Island,engine_dnf,1,1
LAT,Williams,Collision damage,20.0,19,2022,22,Yas Island,mechanical_dnf,1,0
ALO,Alpine,Water leak,10.0,R,2022,22,Yas Island,engine_dnf,1,1
VER,Red Bull Racing,Finished,1.0,1,2023,1,Sakhir,finished,0,0
PER,Red Bull Racing,Finished,2.0,2,2023,1,Sakhir,finished,0,0
ALO,Aston Martin,Finished,5.0,3,2023,1,Sakhir,finished,0,0
SAI,Ferrari,Finished,4.0,4,2023,1,Sakhir,finished,0,0
HAM,Mercedes,Finished,7.0,5,2023,1,Sakhir,finished,0,0
STR,Aston Martin,Finished,8.0,6,2023,1,Sakhir,finished,0,0
RUS,Mercedes,Finished,6.0,7,2023,1,Sakhir,finished,0,0
BOT,Alfa Romeo,Finished,12.0,8,2023,1,Sakhir,finished,0,0
GAS,Alpine,Finished,20.0,9,2023,1,Sakhir,finished,0,0
ALB,Williams,Finished,15.0,10,2023,1,Sakhir,finished,0,0
TSU,AlphaTauri,Finished,14.0,11,2023,1,Sakhir,finished,0,0
SAR,Williams,Lapped,16.0,12,2023,1,Sakhir,other_dnf,1,0
MAG,Haas F1 Team,Lapped,17.0,13,2023,1,Sakhir,other_dnf,1,0
DEV,AlphaTauri,Lapped,19.0,14,2023,1,Sakhir,other_dnf,1,0
HUL,Haas F1 Team,Lapped,10.0,15,2023,1,Sakhir,other_dnf,1,0
ZHO,Alfa Romeo,Lapped,13.0,16,2023,1,Sakhir,other_dnf,1,0
NOR,McLaren,Lapped,11.0,17,2023,1,Sakhir,other_dnf,1,0
OCO,Alpine,Retired,9.0,R,2023,1,Sakhir,other_dnf,1,0
LEC,Ferrari,Retired,3.0,R,2023,1,Sakhir,other_dnf,1,0
PIA,McLaren,Retired,18.0,R,2023,1,Sakhir,other_dnf,1,0
PER,Red Bull Racing,Finished,1.0,1,2023,2,Jeddah,finished,0,0
VER,Red Bull Racing,Finished,15.0,2,2023,2,Jeddah,finished,0,0
ALO,Aston Martin,Finished,2.0,3,2023,2,Jeddah,finished,0,0
RUS,Mercedes,Finished,3.0,4,2023,2,Jeddah,finished,0,0
HAM,Mercedes,Finished,7.0,5,2023,2,Jeddah,finished,0,0
SAI,Ferrari,Finished,4.0,6,2023,2,Jeddah,finished,0,0
LEC,Ferrari,Finished,12.0,7,2023,2,Jeddah,finished,0,0
OCO,Alpine,Finished,6.0,8,2023,2,Jeddah,finished,0,0
GAS,Alpine,Finished,9.0,9,2023,2,Jeddah,finished,0,0
MAG,Haas F1 Team,Finished,13.0,10,2023,2,Jeddah,finished,0,0
TSU,AlphaTauri,Finished,16.0,11,2023,2,Jeddah,finished,0,0
HUL,Haas F1 Team,Finished,10.0,12,2023,2,Jeddah,finished,0,0
ZHO,Alfa Romeo,Finished,11.0,13,2023,2,Jeddah,finished,0,0
DEV,AlphaTauri,Finished,18.0,14,2023,2,Jeddah,finished,0,0
PIA,McLaren,Finished,8.0,15,2023,2,Jeddah,finished,0,0
SAR,Williams,Finished,20.0,16,2023,2,Jeddah,finished,0,0
NOR,McLaren,Finished,19.0,17,2023,2,Jeddah,finished,0,0
BOT,Alfa Romeo,Lapped,14.0,18,2023,2,Jeddah,other_dnf,1,0
ALB,Williams,Retired,17.0,R,2023,2,Jeddah,other_dnf,1,0
STR,Aston Martin,Retired,5.0,R,2023,2,Jeddah,other_dnf,1,0
VER,Red Bull Racing,Finished,1.0,1,2023,3,Melbourne,finished,0,0
HAM,Mercedes,Finished,3.0,2,2023,3,Melbourne,finished,0,0
ALO,Aston Martin,Finished,4.0,3,2023,3,Melbourne,finished,0,0
STR,Aston Martin,Finished,6.0,4,2023,3,Melbourne,finished,0,0
PER,Red Bull Racing,Finished,20.0,5,2023,3,Melbourne,finished,0,0
NOR,McLaren,Finished,13.0,6,2023,3,Melbourne,finished,0,0
HUL,Haas F1 Team,Finished,10.0,7,2023,3,Melbourne,finished,0,0
PIA,McLaren,Finished,16.0,8,2023,3,Melbourne,finished,0,0
ZHO,Alfa Romeo,Finished,17.0,9,2023,3,Melbourne,finished,0,0
TSU,AlphaTauri,Finished,12.0,10,2023,3,Melbourne,finished,0,0
BOT,Alfa Romeo,Finished,19.0,11,2023,3,Melbourne,finished,0,0
SAI,Ferrari,Finished,5.0,12,2023,3,Melbourne,finished,0,0
GAS,Alpine,Retired,9.0,13,2023,3,Melbourne,other_dnf,1,0
OCO,Alpine,Retired,11.0,14,2023,3,Melbourne,other_dnf,1,0
DEV,AlphaTauri,Retired,15.0,15,2023,3,Melbourne,other_dnf,1,0
SAR,Williams,Retired,18.0,16,2023,3,Melbourne,other_dnf,1,0
MAG,Haas F1 Team,Retired,14.0,17,2023,3,Melbourne,other_dnf,1,0
RUS,Mercedes,Retired,2.0,R,2023,3,Melbourne,other_dnf,1,0
ALB,Williams,Retired,8.0,R,2023,3,Melbourne,other_dnf,1,0
LEC,Ferrari,Retired,7.0,R,2023,3,Melbourne,other_dnf,1,0
PER,Red Bull Racing,Finished,3.0,1,2023,4,Baku,finished,0,0
VER,Red Bull Racing,Finished,2.0,2,2023,4,Baku,finished,0,0
LEC,Ferrari,Finished,1.0,3,2023,4,Baku,finished,0,0
ALO,Aston Martin,Finished,6.0,4,2023,4,Baku,finished,0,0
SAI,Ferrari,Finished,4.0,5,2023,4,Baku,finished,0,0
HAM,Mercedes,Finished,5.0,6,2023,4,Baku,finished,0,0
STR,Aston Martin,Finished,9.0,7,2023,4,Baku,finished,0,0
RUS,Mercedes,Finished,11.0,8,2023,4,Baku,finished,0,0
NOR,McLaren,Finished,7.0,9,2023,4,Baku,finished,0,0
TSU,AlphaTauri,Finished,8.0,10,2023,4,Baku,finished,0,0
PIA,McLaren,Finished,10.0,11,2023,4,Baku,finished,0,0
ALB,Williams,Finished,12.0,12,2023,4,Baku,finished,0,0
MAG,Haas F1 Team,Finished,16.0,13,2023,4,Baku,finished,0,0
GAS,Alpine,Finished,17.0,14,2023,4,Baku,finished,0,0
OCO,Alpine,Finished,19.0,15,2023,4,Baku,finished,0,0
SAR,Williams,Finished,14.0,16,2023,4,Baku,finished,0,0
HUL,Haas F1 Team,Lapped,20.0,17,2023,4,Baku,other_dnf,1,0
BOT,Alfa Romeo,Lapped,13.0,18,2023,4,Baku,other_dnf,1,0
ZHO,Alfa Romeo,Retired,15.0,R,2023,4,Baku,other_dnf,1,0
DEV,AlphaTauri,Retired,18.0,R,2023,4,Baku,other_dnf,1,0
VER,Red Bull Racing,Finished,9.0,1,2023,5,Miami,finished,0,0
PER,Red Bull Racing,Finished,1.0,2,2023,5,Miami,finished,0,0
ALO,Aston Martin,Finished,2.0,3,2023,5,Miami,finished,0,0
RUS,Mercedes,Finished,6.0,4,2023,5,Miami,finished,0,0
SAI,Ferrari,Finished,3.0,5,2023,5,Miami,finished,0,0
HAM,Mercedes,Finished,13.0,6,2023,5,Miami,finished,0,0
LEC,Ferrari,Finished,7.0,7,2023,5,Miami,finished,0,0
GAS,Alpine,Finished,5.0,8,2023,5,Miami,finished,0,0
OCO,Alpine,Finished,8.0,9,2023,5,Miami,finished,0,0
MAG,Haas F1 Team,Finished,4.0,10,2023,5,Miami,finished,0,0
TSU,AlphaTauri,Finished,17.0,11,2023,5,Miami,finished,0,0
STR,Aston Martin,Finished,18.0,12,2023,5,Miami,finished,0,0
BOT,Alfa Romeo,Finished,10.0,13,2023,5,Miami,finished,0,0
ALB,Williams,Finished,11.0,14,2023,5,Miami,finished,0,0
HUL,Haas F1 Team,Finished,12.0,15,2023,5,Miami,finished,0,0
ZHO,Alfa Romeo,Finished,14.0,16,2023,5,Miami,finished,0,0
NOR,McLaren,Finished,16.0,17,2023,5,Miami,finished,0,0
DEV,AlphaTauri,Finished,15.0,18,2023,5,Miami,finished,0,0
PIA,McLaren,Lapped,19.0,19,2023,5,Miami,other_dnf,1,0
SAR,Williams,Lapped,20.0,20,2023,5,Miami,other_dnf,1,0
VER,Red Bull Racing,Finished,1.0,1,2023,6,Monaco,finished,0,0
ALO,Aston Martin,Finished,2.0,2,2023,6,Monaco,finished,0,0
OCO,Alpine,Finished,3.0,3,2023,6,Monaco,finished,0,0
HAM,Mercedes,Finished,5.0,4,2023,6,Monaco,finished,0,0
RUS,Mercedes,Finished,8.0,5,2023,6,Monaco,finished,0,0
LEC,Ferrari,Finished,6.0,6,2023,6,Monaco,finished,0,0
GAS,Alpine,Finished,7.0,7,2023,6,Monaco,finished,0,0
SAI,Ferrari,Finished,4.0,8,2023,6,Monaco,finished,0,0
NOR,McLaren,Lapped,10.0,9,2023,6,Monaco,other_dnf,1,0
PIA,McLaren,Lapped,11.0,10,2023,6,Monaco,other_dnf,1,0
BOT,Alfa Romeo,Lapped,15.0,11,2023,6,Monaco,other_dnf,1,0
DEV,AlphaTauri,Lapped,12.0,12,2023,6,Monaco,other_dnf,1,0
ZHO,Alfa Romeo,Lapped,19.0,13,2023,6,Monaco,other_dnf,1,0
ALB,Williams,Lapped,13.0,14,2023,6,Monaco,other_dnf,1,0
TSU,AlphaTauri,Lapped,9.0,15,2023,6,Monaco,other_dnf,1,0
PER,Red Bull Racing,Lapped,20.0,16,2023,6,Monaco,other_dnf,1,0
HUL,Haas F1 Team,Lapped,18.0,17,2023,6,Monaco,other_dnf,1,0
SAR,Williams,Lapped,16.0,18,2023,6,Monaco,other_dnf,1,0
MAG,Haas F1 Team,Retired,17.0,19,2023,6,Monaco,other_dnf,1,0
STR,Aston Martin,Retired,14.0,R,2023,6,Monaco,other_dnf,1,0
VER,Red Bull Racing,Finished,1.0,1,2023,7,Barcelona,finished,0,0
HAM,Mercedes,Finished,4.0,2,2023,7,Barcelona,finished,0,0
RUS,Mercedes,Finished,12.0,3,2023,7,Barcelona,finished,0,0
PER,Red Bull Racing,Finished,11.0,4,2023,7,Barcelona,finished,0,0
SAI,Ferrari,Finished,2.0,5,2023,7,Barcelona,finished,0,0
STR,Aston Martin,Finished,5.0,6,2023,7,Barcelona,finished,0,0
ALO,Aston Martin,Finished,8.0,7,2023,7,Barcelona,finished,0,0
OCO,Alpine,Finished,6.0,8,2023,7,Barcelona,finished,0,0
ZHO,Alfa Romeo,Finished,13.0,9,2023,7,Barcelona,finished,0,0
GAS,Alpine,Finished,10.0,10,2023,7,Barcelona,finished,0,0
LEC,Ferrari,Finished,19.0,11,2023,7,Barcelona,finished,0,0
TSU,AlphaTauri,Finished,15.0,12,2023,7,Barcelona,finished,0,0
PIA,McLaren,Lapped,9.0,13,2023,7,Barcelona,other_dnf,1,0
DEV,AlphaTauri,Lapped,14.0,14,2023,7,Barcelona,other_dnf,1,0
HUL,Haas F1 Team,Lapped,7.0,15,2023,7,Barcelona,other_dnf,1,0
ALB,Williams,Lapped,18.0,16,2023,7,Barcelona,other_dnf,1,0
NOR,McLaren,Lapped,3.0,17,2023,7,Barcelona,other_dnf,1,0
MAG,Haas F1 Team,Lapped,17.0,18,2023,7,Barcelona,other_dnf,1,0
BOT,Alfa Romeo,Lapped,16.0,19,2023,7,Barcelona,other_dnf,1,0
SAR,Williams,Lapped,20.0,20,2023,7,Barcelona,other_dnf,1,0
VER,Red Bull Racing,Finished,1.0,1,2023,8,Montréal,finished,0,0
ALO,Aston Martin,Finished,2.0,2,2023,8,Montréal,finished,0,0
HAM,Mercedes,Finished,3.0,3,2023,8,Montréal,finished,0,0
LEC,Ferrari,Finished,10.0,4,2023,8,Montréal,finished,0,0
SAI,Ferrari,Finished,11.0,5,2023,8,Montréal,finished,0,0
PER,Red Bull Racing,Finished,12.0,6,2023,8,Montréal,finished,0,0
ALB,Williams,Finished,9.0,7,2023,8,Montréal,finished,0,0
OCO,Alpine,Finished,6.0,8,2023,8,Montréal,finished,0,0
STR,Aston Martin,Finished,16.0,9,2023,8,Montréal,finished,0,0
BOT,Alfa Romeo,Finished,14.0,10,2023,8,Montréal,finished,0,0
PIA,McLaren,Finished,8.0,11,2023,8,Montréal,finished,0,0
GAS,Alpine,Finished,15.0,12,2023,8,Montréal,finished,0,0
NOR,McLaren,Finished,7.0,13,2023,8,Montréal,finished,0,0
TSU,AlphaTauri,Finished,19.0,14,2023,8,Montréal,finished,0,0
HUL,Haas F1 Team,Lapped,5.0,15,2023,8,Montréal,other_dnf,1,0
ZHO,Alfa Romeo,Lapped,20.0,16,2023,8,Montréal,other_dnf,1,0
MAG,Haas F1 Team,Lapped,13.0,17,2023,8,Montréal,other_dnf,1,0
DEV,AlphaTauri,Lapped,17.0,18,2023,8,Montréal,other_dnf,1,0
RUS,Mercedes,Retired,4.0,R,2023,8,Montréal,other_dnf,1,0
SAR,Williams,Retired,18.0,R,2023,8,Montréal,other_dnf,1,0
VER,Red Bull Racing,Finished,1.0,1,2023,9,Spielberg,finished,0,0
LEC,Ferrari,Finished,2.0,2,2023,9,Spielberg,finished,0,0
PER,Red Bull Racing,Finished,15.0,3,2023,9,Spielberg,finished,0,0
NOR,McLaren,Finished,4.0,4,2023,9,Spielberg,finished,0,0
ALO,Aston Martin,Finished,7.0,5,2023,9,Spielberg,finished,0,0
SAI,Ferrari,Finished,3.0,6,2023,9,Spielberg,finished,0,0
RUS,Mercedes,Finished,11.0,7,2023,9,Spielberg,finished,0,0
HAM,Mercedes,Finished,5.0,8,2023,9,Spielberg,finished,0,0
STR,Aston Martin,Finished,6.0,9,2023,9,Spielberg,finished,0,0
GAS,Alpine,Finished,9.0,10,2023,9,Spielberg,finished,0,0
ALB,Williams,Finished,10.0,11,2023,9,Spielberg,finished,0,0
ZHO,Alfa Romeo,Lapped,17.0,12,2023,9,Spielberg,other_dnf,1,0
SAR,Williams,Lapped,18.0,13,2023,9,Spielberg,other_dnf,1,0
OCO,Alpine,Lapped,12.0,14,2023,9,Spielberg,other_dnf,1,0
BOT,Alfa Romeo,Lapped,14.0,15,2023,9,Spielberg,other_dnf,1,0
PIA,McLaren,Lapped,13.0,16,2023,9,Spielberg,other_dnf,1,0
DEV,AlphaTauri,Lapped,20.0,17,2023,9,Spielberg,other_dnf,1,0
MAG,Haas F1 Team,Lapped,19.0,18,2023,9,Spielberg,other_dnf,1,0
TSU,AlphaTauri,Lapped,16.0,19,2023,9,Spielberg,other_dnf,1,0
HUL,Haas F1 Team,Retired,8.0,R,2023,9,Spielberg,other_dnf,1,0
VER,Red Bull Racing,Finished,1.0,1,2023,10,Silverstone,finished,0,0
NOR,McLaren,Finished,2.0,2,2023,10,Silverstone,finished,0,0
HAM,Mercedes,Finished,7.0,3,2023,10,Silverstone,finished,0,0
PIA,McLaren,Finished,3.0,4,2023,10,Silverstone,finished,0,0
RUS,Mercedes,Finished,6.0,5,2023,10,Silverstone,finished,0,0
PER,Red Bull Racing,Finished,15.0,6,2023,10,Silverstone,finished,0,0
ALO,Aston Martin,Finished,9.0,7,2023,10,Silverstone,finished,0,0
ALB,Williams,Finished,8.0,8,2023,10,Silverstone,finished,0,0
LEC,Ferrari,Finished,4.0,9,2023,10,Silverstone,finished,0,0
SAI,Ferrari,Finished,5.0,10,2023,10,Silverstone,finished,0,0
SAR,Williams,Finished,14.0,11,2023,10,Silverstone,finished,0,0
BOT,Alfa Romeo,Finished,20.0,12,2023,10,Silverstone,finished,0,0
HUL,Haas F1 Team,Finished,11.0,13,2023,10,Silverstone,finished,0,0
STR,Aston Martin,Finished,12.0,14,2023,10,Silverstone,finished,0,0
ZHO,Alfa Romeo,Finished,17.0,15,2023,10,Silverstone,finished,0,0
TSU,AlphaTauri,Finished,16.0,16,2023,10,Silverstone,finished,0,0
DEV,AlphaTauri,Finished,18.0,17,2023,10,Silverstone,finished,0,0
GAS,Alpine,Retired,10.0,18,2023,10,Silverstone,other_dnf,1,0
MAG,Haas F1 Team,Retired,19.0,R,2023,10,Silverstone,other_dnf,1,0
OCO,Alpine,Retired,13.0,R,2023,10,Silverstone,other_dnf,1,0
VER,Red Bull Racing,Finished,2.0,1,2023,11,Budapest,finished,0,0
NOR,McLaren,Finished,3.0,2,2023,11,Budapest,finished,0,0
PER,Red Bull Racing,Finished,9.0,3,2023,11,Budapest,finished,0,0
HAM,Mercedes,Finished,1.0,4,2023,11,Budapest,finished,0,0
PIA,McLaren,Finished,4.0,5,2023,11,Budapest,finished,0,0
RUS,Mercedes,Finished,18.0,6,2023,11,Budapest,finished,0,0
LEC,Ferrari,Finished,6.0,7,2023,11,Budapest,finished,0,0
SAI,Ferrari,Finished,11.0,8,2023,11,Budapest,finished,0,0
ALO,Aston Martin,Finished,8.0,9,2023,11,Budapest,finished,0,0
STR,Aston Martin,Lapped,14.0,10,2023,11,Budapest,other_dnf,1,0
ALB,Williams,Lapped,16.0,11,2023,11,Budapest,other_dnf,1,0
BOT,Alfa Romeo,Lapped,7.0,12,2023,11,Budapest,other_dnf,1,0
RIC,AlphaTauri,Lapped,13.0,13,2023,11,Budapest,other_dnf,1,0
HUL,Haas F1 Team,Lapped,10.0,14,2023,11,Budapest,other_dnf,1,0
TSU,AlphaTauri,Lapped,17.0,15,2023,11,Budapest,other_dnf,1,0
ZHO,Alfa Romeo,Lapped,5.0,16,2023,11,Budapest,other_dnf,1,0
MAG,Haas F1 Team,Lapped,19.0,17,2023,11,Budapest,other_dnf,1,0
SAR,Williams,Retired,20.0,18,2023,11,Budapest,other_dnf,1,0
OCO,Alpine,Retired,12.0,R,2023,11,Budapest,other_dnf,1,0
GAS,Alpine,Retired,15.0,R,2023,11,Budapest,other_dnf,1,0
VER,Red Bull Racing,Finished,6.0,1,2023,12,Spa-Francorchamps,finished,0,0
PER,Red Bull Racing,Finished,2.0,2,2023,12,Spa-Francorchamps,finished,0,0
LEC,Ferrari,Finished,1.0,3,2023,12,Spa-Francorchamps,finished,0,0
HAM,Mercedes,Finished,3.0,4,2023,12,Spa-Francorchamps,finished,0,0
ALO,Aston Martin,Finished,9.0,5,2023,12,Spa-Francorchamps,finished,0,0
RUS,Mercedes,Finished,8.0,6,2023,12,Spa-Francorchamps,finished,0,0
NOR,McLaren,Finished,7.0,7,2023,12,Spa-Francorchamps,finished,0,0
OCO,Alpine,Finished,14.0,8,2023,12,Spa-Francorchamps,finished,0,0
STR,Aston Martin,Finished,10.0,9,2023,12,Spa-Francorchamps,finished,0,0
TSU,AlphaTauri,Finished,11.0,10,2023,12,Spa-Francorchamps,finished,0,0
GAS,Alpine,Finished,12.0,11,2023,12,Spa-Francorchamps,finished,0,0
BOT,Alfa Romeo,Finished,13.0,12,2023,12,Spa-Francorchamps,finished,0,0
ZHO,Alfa Romeo,Finished,17.0,13,2023,12,Spa-Francorchamps,finished,0,0
ALB,Williams,Finished,15.0,14,2023,12,Spa-Francorchamps,finished,0,0
MAG,Haas F1 Team,Finished,16.0,15,2023,12,Spa-Francorchamps,finished,0,0
RIC,AlphaTauri,Finished,19.0,16,2023,12,Spa-Francorchamps,finished,0,0
SAR,Williams,Finished,18.0,17,2023,12,Spa-Francorchamps,finished,0,0
HUL,Haas F1 Team,Finished,20.0,18,2023,12,Spa-Francorchamps,finished,0,0
SAI,Ferrari,Retired,4.0,R,2023,12,Spa-Francorchamps,other_dnf,1,0
PIA,McLaren,Retired,5.0,R,2023,12,Spa-Francorchamps,other_dnf,1,0
VER,Red Bull Racing,Finished,1.0,1,2023,13,Zandvoort,finished,0,0
ALO,Aston Martin,Finished,5.0,2,2023,13,Zandvoort,finished,0,0
GAS,Alpine,Finished,12.0,3,2023,13,Zandvoort,finished,0,0
PER,Red Bull Racing,Finished,7.0,4,2023,13,Zandvoort,finished,0,0
SAI,Ferrari,Finished,6.0,5,2023,13,Zandvoort,finished,0,0
HAM,Mercedes,Finished,13.0,6,2023,13,Zandvoort,finished,0,0
NOR,McLaren,Finished,2.0,7,2023,13,Zandvoort,finished,0,0
ALB,Williams,Finished,4.0,8,2023,13,Zandvoort,finished,0,0
PIA,McLaren,Finished,8.0,9,2023,13,Zandvoort,finished,0,0
OCO,Alpine,Finished,16.0,10,2023,13,Zandvoort,finished,0,0
STR,Aston Martin,Finished,11.0,11,2023,13,Zandvoort,finished,0,0
HUL,Haas F1 Team,Finished,14.0,12,2023,13,Zandvoort,finished,0,0
LAW,AlphaTauri,Finished,19.0,13,2023,13,Zandvoort,finished,0,0
BOT,Alfa Romeo,Finished,18.0,14,2023,13,Zandvoort,finished,0,0
TSU,AlphaTauri,Finished,17.0,15,2023,13,Zandvoort,finished,0,0
MAG,Haas F1 Team,Finished,0.0,16,2023,13,Zandvoort,finished,0,0
RUS,Mercedes,Finished,3.0,17,2023,13,Zandvoort,finished,0,0
ZHO,Alfa Romeo,Accident,15.0,R,2023,13,Zandvoort,mechanical_dnf,1,0
